,Kenteken,Voertuigsoort,Merk,Datum eerste toelating DT,Datum
112043,83MPJN,Motorfiets,HONDA,07/15/2021 12:00:00 AM,2021-07-15
112053,83MPKF,Motorfiets,SUZUKI,07/20/2021 12:00:00 AM,2021-07-20
112055,83MPKH,Motorfiets,DUCATI,07/21/2021 12:00:00 AM,2021-07-21
112056,83MPKJ,Motorfiets,YAMAHA,07/21/2021 12:00:00 AM,2021-07-21
112058,83MPKL,Motorfiets,HARLEY DAVIDSON,07/30/2021 12:00:00 AM,2021-07-30
112060,83MPKP,Motorfiets,HUSQVARNA,07/23/2021 12:00:00 AM,2021-07-23
112064,83MPKV,Motorfiets,DUCATI,07/31/2021 12:00:00 AM,2021-07-31
112065,83MPKX,Motorfiets,BMW,08/13/2021 12:00:00 AM,2021-08-13
112066,83MPKZ,Motorfiets,BMW,08/06/2021 12:00:00 AM,2021-08-06
112067,83MPLB,Motorfiets,YAMAHA,07/30/2021 12:00:00 AM,2021-07-30
112069,83MPLF,Motorfiets,KTM,08/06/2021 12:00:00 AM,2021-08-06
112071,83MPLJ,Motorfiets,SYM,08/07/2021 12:00:00 AM,2021-08-07
112073,83MPLL,Motorfiets,PIAGGIO,08/12/2021 12:00:00 AM,2021-08-12
112077,83MPLS,Motorfiets,SYM,08/20/2021 12:00:00 AM,2021-08-20
112078,83MPLT,Motorfiets,YAMAHA,08/19/2021 12:00:00 AM,2021-08-19
112079,83MPLV,Motorfiets,YAMAHA,08/25/2021 12:00:00 AM,2021-08-25
112080,83MPLX,Motorfiets,ROYAL ENFIELD,08/14/2021 12:00:00 AM,2021-08-14
112081,83MPLZ,Motorfiets,AJP,08/20/2021 12:00:00 AM,2021-08-20
112083,83MPND,Motorfiets,BMW,08/21/2021 12:00:00 AM,2021-08-21
112086,83MPNH,Motorfiets,HONDA,09/03/2021 12:00:00 AM,2021-09-03
112090,83MPNN,Motorfiets,YAMAHA,08/28/2021 12:00:00 AM,2021-08-28
112091,83MPNP,Motorfiets,YAMAHA,09/30/2021 12:00:00 AM,2021-09-30
112092,83MPNR,Motorfiets,SUZUKI,09/06/2021 12:00:00 AM,2021-09-06
112095,83MPNV,Motorfiets,BMW,09/08/2021 12:00:00 AM,2021-09-08
112098,83MPPB,Motorfiets,BMW,05/06/2021 12:00:00 AM,2021-05-06
112103,83MPPJ,Motorfiets,HONDA,09/11/2021 12:00:00 AM,2021-09-11
112104,83MPPL,Motorfiets,CFMOTO,09/14/2021 12:00:00 AM,2021-09-14
112106,83MPPP,Motorfiets,SYM,09/24/2021 12:00:00 AM,2021-09-24
112116,83MPRH,Motorfiets,KAWASAKI,04/29/2021 12:00:00 AM,2021-04-29
112120,83MPRN,Motorfiets,MOTO GUZZI,10/09/2021 12:00:00 AM,2021-10-09
112125,83MPRX,Motorfiets,CFMOTO,10/11/2021 12:00:00 AM,2021-10-11
112126,83MPSB,Motorfiets,BMW,10/14/2021 12:00:00 AM,2021-10-14
112128,83MPSG,Motorfiets,BMW,10/16/2021 12:00:00 AM,2021-10-16
112129,83MPSJ,Motorfiets,BMW,10/22/2021 12:00:00 AM,2021-10-22
112130,83MPSK,Motorfiets,BMW,11/11/2021 12:00:00 AM,2021-11-11
112132,83MPSN,Motorfiets,YAMAHA,10/23/2021 12:00:00 AM,2021-10-23
112135,83MPST,Motorfiets,HONDA,12/03/2021 12:00:00 AM,2021-12-03
112137,83MPSX,Motorfiets,PIAGGIO,11/20/2021 12:00:00 AM,2021-11-20
112138,83MPSZ,Motorfiets,YAMAHA,11/13/2021 12:00:00 AM,2021-11-13
112139,83MPTB,Motorfiets,MUTT,11/09/2021 12:00:00 AM,2021-11-09
112144,83MPTK,Motorfiets,TRIUMPH,11/18/2021 12:00:00 AM,2021-11-18
112145,83MPTL,Motorfiets,BMW,11/26/2021 12:00:00 AM,2021-11-26
112147,83MPTP,Motorfiets,BMW,11/27/2021 12:00:00 AM,2021-11-27
112152,83MPVB,Motorfiets,BMW,12/07/2021 12:00:00 AM,2021-12-07
112161,83MPVP,Motorfiets,KTM,12/23/2021 12:00:00 AM,2021-12-23
112209,83MRBZ,Motorfiets,KTM,04/14/2021 12:00:00 AM,2021-04-14
112215,83MRDJ,Motorfiets,KTM,08/03/2021 12:00:00 AM,2021-08-03
112264,83MRHS,Motorfiets,BMW,05/11/2021 12:00:00 AM,2021-05-11
112307,83MRLR,Motorfiets,BMW,03/01/2021 12:00:00 AM,2021-03-01
112331,83MRPH,Motorfiets,BMW,02/23/2021 12:00:00 AM,2021-02-23
112332,83MRPJ,Motorfiets,KTM,02/26/2021 12:00:00 AM,2021-02-26
112348,83MRRK,Motorfiets,BMW,03/26/2021 12:00:00 AM,2021-03-26
112358,83MRSK,Motorfiets,BMW,05/17/2021 12:00:00 AM,2021-05-17
112384,83MRVL,Motorfiets,BMW,01/19/2021 12:00:00 AM,2021-01-19
132144,83WBB2,Middenasaanhangwagen,HENRA,07/10/2021 12:00:00 AM,2021-07-10
132145,83WBB3,Middenasaanhangwagen,HULCO,11/05/2021 12:00:00 AM,2021-11-05
132148,83WBB6,Middenasaanhangwagen,HENRA,07/13/2021 12:00:00 AM,2021-07-13
132149,83WBB7,Middenasaanhangwagen,FENDT CARAVAN,07/14/2021 12:00:00 AM,2021-07-14
132150,83WBB8,Middenasaanhangwagen,HULCO,09/16/2021 12:00:00 AM,2021-09-16
132165,83WBD1,Middenasaanhangwagen,STERCKEMAN,07/24/2021 12:00:00 AM,2021-07-24
132166,83WBD2,Middenasaanhangwagen,IFOR WILLIAMS,08/05/2021 12:00:00 AM,2021-08-05
132167,83WBD3,Middenasaanhangwagen,ANSSEMS,09/03/2021 12:00:00 AM,2021-09-03
132169,83WBD5,Middenasaanhangwagen,HAPERT,10/06/2021 12:00:00 AM,2021-10-06
132171,83WBD7,Middenasaanhangwagen,HOBBY,08/06/2021 12:00:00 AM,2021-08-06
132172,83WBD8,Middenasaanhangwagen,HENRA,07/30/2021 12:00:00 AM,2021-07-30
132173,83WBD9,Middenasaanhangwagen,HAPERT,07/23/2021 12:00:00 AM,2021-07-23
132187,83WBF1,Middenasaanhangwagen,DRAF,07/20/2021 12:00:00 AM,2021-07-20
132188,83WBF2,Middenasaanhangwagen,BOCKMANN,07/28/2021 12:00:00 AM,2021-07-28
132189,83WBF3,Middenasaanhangwagen,HAPERT,09/24/2021 12:00:00 AM,2021-09-24
132190,83WBF4,Middenasaanhangwagen,HUMBAUR,07/26/2021 12:00:00 AM,2021-07-26
132191,83WBF5,Middenasaanhangwagen,HAPERT,07/30/2021 12:00:00 AM,2021-07-30
132192,83WBF6,Autonome aanhangwagen,GS,07/23/2021 12:00:00 AM,2021-07-23
132193,83WBF7,Middenasaanhangwagen,SARIS,11/04/2021 12:00:00 AM,2021-11-04
132194,83WBF8,Middenasaanhangwagen,EASYLINE,08/13/2021 12:00:00 AM,2021-08-13
132211,83WBG1,Middenasaanhangwagen,HENRA,07/29/2021 12:00:00 AM,2021-07-29
132212,83WBG2,Middenasaanhangwagen,ANSSEMS,10/01/2021 12:00:00 AM,2021-10-01
132213,83WBG3,Middenasaanhangwagen,HENRA,08/18/2021 12:00:00 AM,2021-08-18
132217,83WBG7,Middenasaanhangwagen,ANSSEMS,08/06/2021 12:00:00 AM,2021-08-06
132232,83WBH1,Middenasaanhangwagen,FENDT CARAVAN,08/26/2021 12:00:00 AM,2021-08-26
132234,83WBH3,Middenasaanhangwagen,HAPERT,09/10/2021 12:00:00 AM,2021-09-10
132235,83WBH4,Middenasaanhangwagen,IFOR WILLIAMS,08/23/2021 12:00:00 AM,2021-08-23
132236,83WBH5,Middenasaanhangwagen,IFOR WILLIAMS,08/24/2021 12:00:00 AM,2021-08-24
132238,83WBH7,Middenasaanhangwagen,EDUARD,08/18/2021 12:00:00 AM,2021-08-18
132253,83WBJ1,Middenasaanhangwagen,HOBBY,09/22/2021 12:00:00 AM,2021-09-22
132254,83WBJ2,Middenasaanhangwagen,CHEVAL LIBERTE,08/23/2021 12:00:00 AM,2021-08-23
132255,83WBJ3,Middenasaanhangwagen,IFOR WILLIAMS,10/13/2021 12:00:00 AM,2021-10-13
132256,83WBJ4,Middenasaanhangwagen,HOBBY,10/09/2021 12:00:00 AM,2021-10-09
132257,83WBJ5,Middenasaanhangwagen,FENDT CARAVAN,08/27/2021 12:00:00 AM,2021-08-27
132258,83WBJ6,Middenasaanhangwagen,SARIS,11/01/2021 12:00:00 AM,2021-11-01
132259,83WBJ7,Middenasaanhangwagen,EDUARD,08/31/2021 12:00:00 AM,2021-08-31
132260,83WBJ8,Middenasaanhangwagen,BRIAN JAMES TRAILERS,09/02/2021 12:00:00 AM,2021-09-02
