,Kenteken,Brandstof omschrijving,Brandstofverbruik buiten de stad,Brandstofverbruik gecombineerd,CO2 uitstoot gecombineerd,CO2 uitstoot gewogen,Elektrisch verbruik enkel elektrisch wltp,Actie radius enkel elektrisch wltp,Actie radius enkel elektrisch stad wltp,Elektrisch verbruik extern opladen wltp,Actie radius extern opladen wltp,Actie radius extern opladen stad wltp,Max vermogen 15 minuten,Max vermogen 60 minuten,Netto max vermogen elektrisch
21725,FHS50N,Elektriciteit,,,,,,,,,,,,,
21727,FHS50R,Elektriciteit,,,,,,,,,,,,,
21728,FHS50T,Elektriciteit,,,,,,,,,,,,,
21730,FHS50X,Elektriciteit,,,,,,,,,,,,,
21731,FHS50Z,Benzine,,,,,,,,,,,,,
21732,FHS51B,Benzine,,,,,,,,,,,,,
21733,FHS51F,Elektriciteit,,,,,,,,,,,,,
21734,FHS51G,Benzine,,,,,,,,,,,,,
21735,FHS51H,Benzine,,,,,,,,,,,,,
21736,FHS51J,Elektriciteit,,,,,,,,,,,,,
21737,FHS51K,Elektriciteit,,,,,,,,,,,,,
21738,FHS51L,Elektriciteit,,,,,,,,,,,,,
21739,FHS51N,Elektriciteit,,,,,,,,,,,,,
21740,FHS51P,Benzine,,1.9,44.0,,,,,,,,,,
21741,FHS51T,Elektriciteit,,,,,,,,,,,,,
21743,FHS51X,Benzine,,,,,,,,,,,,,
21744,FHS51Z,Benzine,,,,,,,,,,,,,
21745,FHS52B,Elektriciteit,,,,,,,,,,,,,
21747,FHS52G,Elektriciteit,,,,,,,,,,,,,
21748,FHS52H,Benzine,,,,,,,,,,,,,
21749,FHS52J,Elektriciteit,,,,,,,,,,,,,
21750,FHS52K,Elektriciteit,,,,,,,,,,,,,
21751,FHS52L,Benzine,,,,,,,,,,,,,
21752,FHS52N,Elektriciteit,,,,,,,,,,,,,
21754,FHS52R,Elektriciteit,,,,,,,,,,,,,
21755,FHS52T,Elektriciteit,,,,,,,,,,,,,
21757,FHS52X,Benzine,,,,,,,,,,,,,
21758,FHS52Z,Elektriciteit,,,,,,,,,,,,,
21759,FHS53B,Benzine,,,,,,,,,,,,,
21760,FHS53F,Elektriciteit,,,,,,,,,,,,,
21761,FHS53G,Benzine,,,,,,,,,,,,,
21762,FHS53H,Benzine,,,,,,,,,,,,,
21763,FHS53J,Elektriciteit,,,,,,,,,,,,,
21764,FHS53K,Elektriciteit,,,,,,,,,,,,,
21765,FHS53L,Elektriciteit,,,,,,,,,,,,,
21766,FHS53N,Elektriciteit,,,,,,,,,,,,,
21767,FHS53P,Elektriciteit,,,,,,,,,,,,,
21768,FHS53R,Elektriciteit,,,,,,,,,,,,,
21770,FHS53V,Elektriciteit,,,,,,,,,,,,,
21771,FHS53X,Benzine,,,,,,,,,,,,,
21772,FHS53Z,Elektriciteit,,,,,,,,,,,,,
21773,FHS54B,Benzine,,,,,,,,,,,,,
21774,FHS54F,Elektriciteit,,,,,,,,,,,,,
21775,FHS54G,Elektriciteit,,,,,,,,,,,,,
21776,FHS54H,Benzine,,,,,,,,,,,,,
21777,FHS54J,Elektriciteit,,,,,,,,,,,,,
21779,FHS54L,Benzine,,,,,,,,,,,,,
21780,FHS54N,Elektriciteit,,,,,,,,,,,,,
21781,FHS54P,Benzine,,2.3,51.0,,,,,,,,,,
21782,FHS54R,Elektriciteit,,,,,,,,,,,,,
21783,FHS54T,Elektriciteit,,,,,,,,,,,,,
21785,FHS54X,Elektriciteit,,,,,,,,,,,,,
21787,FHS55B,Benzine,,,,,,,,,,,,,
21788,FHS55F,Benzine,,,,,,,,,,,,,
21790,FHS55J,Elektriciteit,,,,,,,,,,,,,
21791,FHS55K,Elektriciteit,,,,,,,,,,,,,
21792,FHS55L,Elektriciteit,,,,,,,,,,,,,
21793,FHS55N,Elektriciteit,,,,,,,,,,,,,
21794,FHS55P,Benzine,,1.9,44.0,,,,,,,,,,
21795,FHS55R,Elektriciteit,,,,,,,,,,,,,
21796,FHS55T,Elektriciteit,,,,,,,,,,,,,
21797,FHS55V,Elektriciteit,,,,,,,,,,,,,
21798,FHS55X,Elektriciteit,,,,,,,,,,,,,
21799,FHS55Z,Elektriciteit,,,,,,,,,,,,,
21800,FHS56B,Benzine,,,,,,,,,,,,,
21801,FHS56F,Elektriciteit,,,,,,,,,,,,,
21802,FHS56G,Elektriciteit,,,,,,,,,,,,,
21803,FHS56H,Elektriciteit,,,,,,,,,,,,,
21804,FHS56J,Elektriciteit,,,,,,,,,,,,,
21805,FHS56K,Elektriciteit,,,,,,,,,,,,,
21806,FHS56L,Elektriciteit,,,,,,,,,,,,,
21807,FHS56N,Elektriciteit,,,,,,,,,,,,,
21808,FHS56P,Benzine,,1.9,44.0,,,,,,,,,,
21809,FHS56R,Benzine,,,,,,,,,,,,,
21810,FHS56T,Elektriciteit,,,,,,,,,,,,,
21812,FHS56X,Elektriciteit,,,,,,,,,,,,,
21814,FHS57B,Benzine,,,,,,,,,,,,,
21815,FHS57F,Elektriciteit,,,,,,,,,,,,,
21816,FHS57G,Benzine,,,,,,,,,,,,,
21818,FHS57J,Elektriciteit,,,,,,,,,,,,,
21819,FHS57K,Elektriciteit,,,,,,,,,,,,,
21820,FHS57L,Elektriciteit,,,,,,,,,,,,,
21821,FHS57N,Elektriciteit,,,,,,,,,,,,,
21822,FHS57P,Benzine,,2.3,51.0,,,,,,,,,,
21823,FHS57R,Elektriciteit,,,,,,,,,,,,,
21824,FHS57T,Elektriciteit,,,,,,,,,,,,,
21826,FHS57X,Elektriciteit,,,,,,,,,,,,,
21827,FHS57Z,Benzine,,,,,,,,,,,,,
21828,FHS58B,Benzine,,,,,,,,,,,,,
21829,FHS58F,Elektriciteit,,,,,,,,,,,,,
21830,FHS58G,Elektriciteit,,,,,,,,,,,,,
21831,FHS58J,Elektriciteit,,,,,,,,,,,,,
21832,FHS58K,Elektriciteit,,,,,,,,,,,,,
21834,FHS58N,Elektriciteit,,,,,,,,,,,,,
21835,FHS58R,Elektriciteit,,,,,,,,,,,,,
21836,FHS58T,Elektriciteit,,,,,,,,,,,,,
21837,FHS58V,Elektriciteit,,,,,,,,,,,,,
21838,FHS58X,Benzine,,,,,,,,,,,,,
21839,FHS58Z,Benzine,,,,,,,,,,,,,
21841,FHS59F,Benzine,,,,,,,,,,,,,
21842,FHS59G,Benzine,,,,,,,,,,,,,
21843,FHS59H,Elektriciteit,,,,,,,,,,,,,
21844,FHS59J,Elektriciteit,,,,,,,,,,,,,
21845,FHS59K,Elektriciteit,,,,,,,,,,,,,
21846,FHS59L,Benzine,,,,,,,,,,,,,
21847,FHS59N,Elektriciteit,,,,,,,,,,,,,
21848,FHS59P,Benzine,,2.3,51.0,,,,,,,,,,
21849,FHS59R,Elektriciteit,,,,,,,,,,,,,
21852,FHS59X,Benzine,,,,,,,,,,,,,
21853,FHS59Z,Benzine,,,,,,,,,,,,,
21854,FHS60B,Benzine,,,,,,,,,,,,,
21855,FHS60F,Benzine,,,,,,,,,,,,,
21856,FHS60G,Elektriciteit,,,,,,,,,,,,,
21857,FHS60H,Elektriciteit,,,,,,,,,,,,,
21858,FHS60J,Elektriciteit,,,,,,,,,,,,,
21859,FHS60K,Elektriciteit,,,,,,,,,,,,,
21860,FHS60L,Benzine,,,,,,,,,,,,,
21861,FHS60N,Elektriciteit,,,,,,,,,,,,,
21862,FHS60P,Benzine,,2.3,51.0,,,,,,,,,,
21863,FHS60T,Elektriciteit,,,,,,,,,,,,,
21864,FHS60V,Elektriciteit,,,,,,,,,,,,,
21866,FHS60Z,Elektriciteit,,,,,,,,,,,,,
21868,FHS61F,Benzine,,,,,,,,,,,,,
21869,FHS61G,Benzine,,,,,,,,,,,,,
21870,FHS61H,Elektriciteit,,,,,,,,,,,,,
21871,FHS61J,Elektriciteit,,,,,,,,,,,,,
21872,FHS61K,Benzine,,,,,,,,,,,,,
21873,FHS61L,Elektriciteit,,,,,,,,,,,,,
21874,FHS61N,Elektriciteit,,,,,,,,,,,,,
21875,FHS61P,Benzine,,3.5,80.0,,,,,,,,,,
21876,FHS61R,Benzine,,,,,,,,,,,,,
21877,FHS61T,Elektriciteit,,,,,,,,,,,,,
21878,FHS61X,Benzine,,,,,,,,,,,,,
21880,FHS62G,Elektriciteit,,,,,,,,,,,,,
21881,FHS62H,Elektriciteit,,,,,,,,,,,,,
21882,FHS62J,Elektriciteit,,,,,,,,,,,,,
21883,FHS62L,Elektriciteit,,,,,,,,,,,,,
21884,FHS62N,Benzine,,,,,,,,,,,,,
21889,FHS62Z,Elektriciteit,,,,,,,,,,,,,
21890,FHS63F,Elektriciteit,,,,,,,,,,,,,
21891,FHS63G,Benzine,,,,,,,,,,,,,
21892,FHS63H,Benzine,,,,,,,,,,,,,
21893,FHS63J,Elektriciteit,,,,,,,,,,,,,
21894,FHS63K,Elektriciteit,,,,,,,,,,,,,
21895,FHS63L,Elektriciteit,,,,,,,,,,,,,
21896,FHS63N,Benzine,,,,,,,,,,,,,
21897,FHS63P,Elektriciteit,,,,,,,,,,,,,
21898,FHS63R,Benzine,,,,,,,,,,,,,
21899,FHS63T,Benzine,,,,,,,,,,,,,
21900,FHS63V,Benzine,,,,,,,,,,,,,
21902,FHS63Z,Benzine,,,,,,,,,,,,,
21903,FHS64B,Benzine,,,,,,,,,,,,,
21904,FHS64F,Benzine,,,,,,,,,,,,,
21905,FHS64G,Elektriciteit,,,,,,,,,,,,,
21906,FHS64H,Benzine,,,,,,,,,,,,,
21907,FHS64J,Elektriciteit,,,,,,,,,,,,,
21908,FHS64K,Elektriciteit,,,,,,,,,,,,,
21909,FHS64L,Benzine,,,,,,,,,,,,,
21911,FHS64P,Elektriciteit,,,,,,,,,,,,,
21912,FHS64R,Elektriciteit,,,,,,,,,,,,,
21913,FHS64T,Benzine,,,,,,,,,,,,,
21914,FHS64V,Elektriciteit,,,,,,,,,,,,,
21915,FHS64X,Benzine,,,,,,,,,,,,,
21916,FHS64Z,Elektriciteit,,,,,,,,,,,,,
21917,FHS65B,Diesel,,,,,,,,,,,,,
21918,FHS65F,Elektriciteit,,,,,,,,,,,,,
21919,FHS65G,Benzine,,,,,,,,,,,,,
21920,FHS65H,Elektriciteit,,,,,,,,,,,,,
21921,FHS65J,Elektriciteit,,,,,,,,,,,,,
21922,FHS65K,Elektriciteit,,,,,,,,,,,,,
21923,FHS65L,Elektriciteit,,,,,,,,,,,,,
21924,FHS65N,Benzine,,,,,,,,,,,,,
21926,FHS65R,Elektriciteit,,,,,,,,,,,,,
21927,FHS65T,Benzine,,,,,,,,,,,,,
21928,FHS65V,Benzine,,,,,,,,,,,,,
21929,FHS65X,Benzine,,,,,,,,,,,,,
21931,FHS66B,Benzine,,,,,,,,,,,,,
21933,FHS66G,Elektriciteit,,,,,,,,,,,,,
21934,FHS66H,Elektriciteit,,,,,,,,,,,,,
21935,FHS66J,Elektriciteit,,,,,,,,,,,,,
21936,FHS66K,Elektriciteit,,,,,,,,,,,,,
21937,FHS66L,Elektriciteit,,,,,,,,,,,,,
21938,FHS66N,Benzine,,,,,,,,,,,,,
21939,FHS66P,Elektriciteit,,,,,,,,,,,,,
21940,FHS66R,Benzine,,,,,,,,,,,,,
21941,FHS66T,Benzine,,,,,,,,,,,,,
21942,FHS66V,Benzine,,,,,,,,,,,,,
21944,FHS66Z,Elektriciteit,,,,,,,,,,,,,
21945,FHS67B,Diesel,,,,,,,,,,,,,
21946,FHS67F,Elektriciteit,,,,,,,,,,,,,
21947,FHS67G,Elektriciteit,,,,,,,,,,,,,
21948,FHS67H,Elektriciteit,,,,,,,,,,,,,
21949,FHS67K,Elektriciteit,,,,,,,,,,,,,
21950,FHS67L,Elektriciteit,,,,,,,,,,,,,
21951,FHS67N,Elektriciteit,,,,,,,,,,,,,
21952,FHS67P,Elektriciteit,,,,,,,,,,,,,
21953,FHS67R,Elektriciteit,,,,,,,,,,,,,
21954,FHS67T,Benzine,,,,,,,,,,,,,
21955,FHS67V,Elektriciteit,,,,,,,,,,,,,
21956,FHS67X,Benzine,,,,,,,,,,,,,
21957,FHS67Z,Elektriciteit,,,,,,,,,,,,,
21959,FHS68F,Elektriciteit,,,,,,,,,,,,,
21960,FHS68G,Elektriciteit,,,,,,,,,,,,,
21961,FHS68H,Elektriciteit,,,,,,,,,,,,,
21962,FHS68J,Elektriciteit,,,,,,,,,,,,,
21963,FHS68K,Elektriciteit,,,,,,,,,,,,,
21964,FHS68L,Benzine,,,,,,,,,,,,,
21965,FHS68N,Benzine,,,,,,,,,,,,,
21966,FHS68R,Elektriciteit,,,,,,,,,,,,,
21967,FHS68T,Benzine,,,,,,,,,,,,,
21968,FHS68V,Benzine,,,,,,,,,,,,,
21970,FHS68Z,Elektriciteit,,,,,,,,,,,,,
21971,FHS69B,Benzine,,,,,,,,,,,,,
21972,FHS69F,Benzine,,,,,,,,,,,,,
21973,FHS69G,Elektriciteit,,,,,,,,,,,,,
21974,FHS69H,Elektriciteit,,,,,,,,,,,,,
21975,FHS69J,Elektriciteit,,,,,,,,,,,,,
21976,FHS69K,Elektriciteit,,,,,,,,,,,,,
21977,FHS69L,Elektriciteit,,,,,,,,,,,,,
21978,FHS69N,Benzine,,,,,,,,,,,,,
21980,FHS69R,Benzine,,,,,,,,,,,,,
21981,FHS69T,Benzine,,,,,,,,,,,,,
21983,FHS69Z,Elektriciteit,,,,,,,,,,,,,
21984,FHS70B,Diesel,,,,,,,,,,,,,
21985,FHS70F,Elektriciteit,,,,,,,,,,,,,
21986,FHS70G,Benzine,,,,,,,,,,,,,
21987,FHS70H,Elektriciteit,,,,,,,,,,,,,
21988,FHS70J,Elektriciteit,,,,,,,,,,,,,
21989,FHS70K,Elektriciteit,,,,,,,,,,,,,
21990,FHS70L,Benzine,,,,,,,,,,,,,
21991,FHS70N,Benzine,,,,,,,,,,,,,
21993,FHS70R,Elektriciteit,,,,,,,,,,,,,
21994,FHS70T,Benzine,,,,,,,,,,,,,
21995,FHS70V,Elektriciteit,,,,,,,,,,,,,
21996,FHS70Z,Elektriciteit,,,,,,,,,,,,,
21997,FHS71B,Diesel,,,,,,,,,,,,,
21998,FHS71F,Elektriciteit,,,,,,,,,,,,,
21999,FHS71G,Elektriciteit,,,,,,,,,,,,,
22000,FHS71H,Elektriciteit,,,,,,,,,,,,,
22001,FHS71J,Elektriciteit,,,,,,,,,,,,,
22002,FHS71K,Elektriciteit,,,,,,,,,,,,,
22003,FHS71L,Benzine,,,,,,,,,,,,,
22004,FHS71N,Benzine,,,,,,,,,,,,,
22005,FHS71P,Elektriciteit,,,,,,,,,,,,,
22006,FHS71R,Elektriciteit,,,,,,,,,,,,,
22007,FHS71T,Benzine,,,,,,,,,,,,,
22008,FHS71V,Elektriciteit,,,,,,,,,,,,,
22009,FHS71X,Benzine,,,,,,,,,,,,,
22010,FHS71Z,Benzine,,,,,,,,,,,,,
22011,FHS72B,Elektriciteit,,,,,,,,,,,,,
22012,FHS72F,Elektriciteit,,,,,,,,,,,,,
22013,FHS72G,Elektriciteit,,,,,,,,,,,,,
22014,FHS72H,Elektriciteit,,,,,,,,,,,,,
22015,FHS72J,Elektriciteit,,,,,,,,,,,,,
22016,FHS72K,Elektriciteit,,,,,,,,,,,,,
22017,FHS72L,Elektriciteit,,,,,,,,,,,,,
22018,FHS72N,Benzine,,,,,,,,,,,,,
22019,FHS72P,Elektriciteit,,,,,,,,,,,,,
22020,FHS72R,Benzine,,,,,,,,,,,,,
22021,FHS72T,Benzine,,,,,,,,,,,,,
22022,FHS72V,Elektriciteit,,,,,,,,,,,,,
22024,FHS72Z,Benzine,,,,,,,,,,,,,
22025,FHS73B,Benzine,,,,,,,,,,,,,
22026,FHS73F,Elektriciteit,,,,,,,,,,,,,
22028,FHS73H,Elektriciteit,,,,,,,,,,,,,
22029,FHS73J,Elektriciteit,,,,,,,,,,,,,
22030,FHS73K,Elektriciteit,,,,,,,,,,,,,
22031,FHS73L,Elektriciteit,,,,,,,,,,,,,
22032,FHS73N,Benzine,,,,,,,,,,,,,
22033,FHS73P,Elektriciteit,,,,,,,,,,,,,
22034,FHS73R,Elektriciteit,,,,,,,,,,,,,
22035,FHS73T,Benzine,,,,,,,,,,,,,
22036,FHS73V,Benzine,,,,,,,,,,,,,
22038,FHS73Z,Benzine,,,,,,,,,,,,,
22039,FHS74B,Benzine,,,,,,,,,,,,,
22040,FHS74F,Elektriciteit,,,,,,,,,,,,,
22041,FHS74G,Elektriciteit,,,,,,,,,,,,,
22042,FHS74H,Elektriciteit,,,,,,,,,,,,,
22043,FHS74J,Elektriciteit,,,,,,,,,,,,,
22044,FHS74K,Elektriciteit,,,,,,,,,,,,,
22045,FHS74L,Benzine,,,,,,,,,,,,,
22046,FHS74N,Benzine,,,,,,,,,,,,,
22047,FHS74P,Elektriciteit,,,,,,,,,,,,,
22048,FHS74R,Benzine,,,,,,,,,,,,,
22049,FHS74T,Benzine,,,,,,,,,,,,,
22050,FHS74V,Benzine,,,,,,,,,,,,,
22051,FHS74X,Benzine,,,,,,,,,,,,,
22052,FHS74Z,Elektriciteit,,,,,,,,,,,,,
22053,FHS75B,Elektriciteit,,,,,,,,,,,,,
22054,FHS75F,Elektriciteit,,,,,,,,,,,,,
22056,FHS75H,Elektriciteit,,,,,,,,,,,,,
22057,FHS75J,Elektriciteit,,,,,,,,,,,,,
22058,FHS75L,Elektriciteit,,,,,,,,,,,,,
22059,FHS75N,Benzine,,,,,,,,,,,,,
22061,FHS75R,Elektriciteit,,,,,,,,,,,,,
22062,FHS75T,Benzine,,,,,,,,,,,,,
22063,FHS75X,Benzine,,,,,,,,,,,,,
22065,FHS76B,Diesel,,,,,,,,,,,,,
22067,FHS76G,Elektriciteit,,,,,,,,,,,,,
22068,FHS76H,Elektriciteit,,,,,,,,,,,,,
22069,FHS76J,Elektriciteit,,,,,,,,,,,,,
22070,FHS76K,Elektriciteit,,,,,,,,,,,,,
22071,FHS76L,Elektriciteit,,,,,,,,,,,,,
22073,FHS76P,Elektriciteit,,,,,,,,,,,,,
22074,FHS76R,Elektriciteit,,,,,,,,,,,,,
22075,FHS76T,Elektriciteit,,,,,,,,,,,,,
22076,FHS76V,Elektriciteit,,,,,,,,,,,,,
22077,FHS76X,Benzine,,,,,,,,,,,,,
22078,FHS76Z,Benzine,,,,,,,,,,,,,
22079,FHS77B,Elektriciteit,,,,,,,,,,,,,
22080,FHS77F,Elektriciteit,,,,,,,,,,,,,
22082,FHS77H,Elektriciteit,,,,,,,,,,,,,
22083,FHS77J,Elektriciteit,,,,,,,,,,,,,
22084,FHS77K,Elektriciteit,,,,,,,,,,,,,
22085,FHS77L,Elektriciteit,,,,,,,,,,,,,
22086,FHS77N,Benzine,,,,,,,,,,,,,
22087,FHS77P,Elektriciteit,,,,,,,,,,,,,
22088,FHS77R,Elektriciteit,,,,,,,,,,,,,
22090,FHS77X,Benzine,,,,,,,,,,,,,
22091,FHS77Z,Benzine,,,,,,,,,,,,,
22092,FHS78F,Elektriciteit,,,,,,,,,,,,,
22093,FHS78G,Elektriciteit,,,,,,,,,,,,,
22095,FHS78J,Elektriciteit,,,,,,,,,,,,,
22096,FHS78K,Elektriciteit,,,,,,,,,,,,,
22097,FHS78L,Benzine,,,,,,,,,,,,,
22099,FHS78P,Elektriciteit,,,,,,,,,,,,,
22100,FHS78R,Elektriciteit,,,,,,,,,,,,,
22101,FHS78T,Elektriciteit,,,,,,,,,,,,,
22102,FHS78V,Elektriciteit,,,,,,,,,,,,,
22104,FHS78Z,Benzine,,,,,,,,,,,,,
22105,FHS79B,Elektriciteit,,,,,,,,,,,,,
22106,FHS79F,Elektriciteit,,,,,,,,,,,,,
22107,FHS79G,Elektriciteit,,,,,,,,,,,,,
22108,FHS79H,Elektriciteit,,,,,,,,,,,,,
22109,FHS79J,Elektriciteit,,,,,,,,,,,,,
22110,FHS79K,Elektriciteit,,,,,,,,,,,,,
22111,FHS79L,Elektriciteit,,,,,,,,,,,,,
22114,FHS79T,Elektriciteit,,,,,,,,,,,,,
22116,FHS79X,Benzine,,,,,,,,,,,,,
22117,FHS79Z,Benzine,,,,,,,,,,,,,
22118,FHS80B,Elektriciteit,,,,,,,,,,,,,
22119,FHS80F,Elektriciteit,,,,,,,,,,,,,
22120,FHS80G,Elektriciteit,,,,,,,,,,,,,
22123,FHS80L,Elektriciteit,,,,,,,,,,,,,
22124,FHS80N,Benzine,,,,,,,,,,,,,
22125,FHS80P,Elektriciteit,,,,,,,,,,,,,
22126,FHS80R,Elektriciteit,,,,,,,,,,,,,
22127,FHS80T,Elektriciteit,,,,,,,,,,,,,
22128,FHS80V,Elektriciteit,,,,,,,,,,,,,
22129,FHS80X,Benzine,,,,,,,,,,,,,
22131,FHS81B,Elektriciteit,,,,,,,,,,,,,
22132,FHS81F,Elektriciteit,,,,,,,,,,,,,
22133,FHS81G,Elektriciteit,,,,,,,,,,,,,
22134,FHS81H,Benzine,,,,,,,,,,,,,
22135,FHS81J,Elektriciteit,,,,,,,,,,,,,
22136,FHS81K,Elektriciteit,,,,,,,,,,,,,
22137,FHS81L,Elektriciteit,,,,,,,,,,,,,
22138,FHS81N,Elektriciteit,,,,,,,,,,,,,
22139,FHS81P,Elektriciteit,,,,,,,,,,,,,
22140,FHS81R,Benzine,,,,,,,,,,,,,
22141,FHS81T,Benzine,,,,,,,,,,,,,
22142,FHS81V,Benzine,,,,,,,,,,,,,
22143,FHS81X,Benzine,,,,,,,,,,,,,
22144,FHS82B,Elektriciteit,,,,,,,,,,,,,
22145,FHS82F,Elektriciteit,,,,,,,,,,,,,
22147,FHS82H,Elektriciteit,,,,,,,,,,,,,
22148,FHS82J,Benzine,,,,,,,,,,,,,
22150,FHS82N,Elektriciteit,,,,,,,,,,,,,
22151,FHS82P,Elektriciteit,,,,,,,,,,,,,
22152,FHS82R,Elektriciteit,,,,,,,,,,,,,
22153,FHS82T,Benzine,,,,,,,,,,,,,
22156,FHS82Z,Benzine,,,,,,,,,,,,,
22157,FHS83B,Elektriciteit,,,,,,,,,,,,,
22158,FHS83F,Elektriciteit,,,,,,,,,,,,,
22159,FHS83G,Elektriciteit,,,,,,,,,,,,,
22160,FHS83H,Elektriciteit,,,,,,,,,,,,,
22161,FHS83J,Elektriciteit,,,,,,,,,,,,,
22162,FHS83K,Elektriciteit,,,,,,,,,,,,,
22163,FHS83L,Elektriciteit,,,,,,,,,,,,,
22164,FHS83N,Elektriciteit,,,,,,,,,,,,,
22165,FHS83P,Elektriciteit,,,,,,,,,,,,,
22166,FHS83R,Elektriciteit,,,,,,,,,,,,,
22168,FHS83V,Benzine,,,,,,,,,,,,,
22169,FHS83X,Benzine,,,,,,,,,,,,,
22170,FHS83Z,Benzine,,,,,,,,,,,,,
22171,FHS84B,Benzine,,,,,,,,,,,,,
22172,FHS84F,Elektriciteit,,,,,,,,,,,,,
22174,FHS84H,Elektriciteit,,,,,,,,,,,,,
22175,FHS84J,Elektriciteit,,,,,,,,,,,,,
22176,FHS84K,Elektriciteit,,,,,,,,,,,,,
22177,FHS84L,Elektriciteit,,,,,,,,,,,,,
22179,FHS84P,Elektriciteit,,,,,,,,,,,,,
22180,FHS84R,Elektriciteit,,,,,,,,,,,,,
22182,FHS84V,Benzine,,,,,,,,,,,,,
22183,FHS84X,Benzine,,,,,,,,,,,,,
22184,FHS84Z,Elektriciteit,,,,,,,,,,,,,
22185,FHS85B,Benzine,,,,,,,,,,,,,
22186,FHS85F,Elektriciteit,,,,,,,,,,,,,
22187,FHS85G,Elektriciteit,,,,,,,,,,,,,
22188,FHS85H,Elektriciteit,,,,,,,,,,,,,
22189,FHS85J,Benzine,,,,,,,,,,,,,
22190,FHS85K,Elektriciteit,,,,,,,,,,,,,
22191,FHS85L,Benzine,,,,,,,,,,,,,
22192,FHS85N,Elektriciteit,,,,,,,,,,,,,
22193,FHS85P,Elektriciteit,,,,,,,,,,,,,
22194,FHS85R,Elektriciteit,,,,,,,,,,,,,
22195,FHS85T,Benzine,,,,,,,,,,,,,
22196,FHS85V,Benzine,,,,,,,,,,,,,
22197,FHS85X,Benzine,,,,,,,,,,,,,
22198,FHS85Z,Benzine,,,,,,,,,,,,,
22199,FHS86F,Elektriciteit,,,,,,,,,,,,,
22200,FHS86G,Elektriciteit,,,,,,,,,,,,,
22201,FHS86H,Elektriciteit,,,,,,,,,,,,,
22203,FHS86K,Elektriciteit,,,,,,,,,,,,,
22204,FHS86L,Elektriciteit,,,,,,,,,,,,,
22205,FHS86N,Elektriciteit,,,,,,,,,,,,,
22206,FHS86P,Elektriciteit,,,,,,,,,,,,,
22207,FHS86R,Benzine,,,,,,,,,,,,,
22208,FHS86T,Benzine,,,,,,,,,,,,,
22209,FHS86V,Benzine,,,,,,,,,,,,,
22212,FHS87B,Benzine,,,,,,,,,,,,,
22213,FHS87F,Benzine,,,,,,,,,,,,,
22214,FHS87G,Elektriciteit,,,,,,,,,,,,,
22215,FHS87H,Elektriciteit,,,,,,,,,,,,,
22216,FHS87J,Benzine,,,,,,,,,,,,,
22217,FHS87K,Elektriciteit,,,,,,,,,,,,,
22218,FHS87L,Elektriciteit,,,,,,,,,,,,,
22219,FHS87N,Elektriciteit,,,,,,,,,,,,,
22220,FHS87P,Elektriciteit,,,,,,,,,,,,,
22221,FHS87R,Elektriciteit,,,,,,,,,,,,,
22222,FHS87T,Benzine,,,,,,,,,,,,,
22223,FHS87V,Benzine,,,,,,,,,,,,,
22224,FHS87X,Benzine,,,,,,,,,,,,,
22225,FHS87Z,Elektriciteit,,,,,,,,,,,,,
22226,FHS88B,Benzine,,,,,,,,,,,,,
22227,FHS88F,Elektriciteit,,,,,,,,,,,,,
22228,FHS88G,Elektriciteit,,,,,,,,,,,,,
22229,FHS88H,Elektriciteit,,,,,,,,,,,,,
22231,FHS88L,Elektriciteit,,,,,,,,,,,,,
22232,FHS88N,Elektriciteit,,,,,,,,,,,,,
22233,FHS88P,Elektriciteit,,,,,,,,,,,,,
22234,FHS88R,Benzine,,,,,,,,,,,,,
22235,FHS88T,Benzine,,,,,,,,,,,,,
22236,FHS88V,Benzine,,,,,,,,,,,,,
22238,FHS89B,Benzine,,,,,,,,,,,,,
22239,FHS89F,Elektriciteit,,,,,,,,,,,,,
22240,FHS89G,Elektriciteit,,,,,,,,,,,,,
22241,FHS89H,Elektriciteit,,,,,,,,,,,,,
22242,FHS89J,Benzine,,,,,,,,,,,,,
22243,FHS89K,Elektriciteit,,,,,,,,,,,,,
22244,FHS89L,Elektriciteit,,,,,,,,,,,,,
22245,FHS89N,Elektriciteit,,,,,,,,,,,,,
22246,FHS89P,Elektriciteit,,,,,,,,,,,,,
22248,FHS89V,Benzine,,,,,,,,,,,,,
22249,FHS89X,Benzine,,,,,,,,,,,,,
22251,FHS90F,Elektriciteit,,,,,,,,,,,,,
22252,FHS90G,Elektriciteit,,,,,,,,,,,,,
22253,FHS90H,Elektriciteit,,,,,,,,,,,,,
22254,FHS90J,Benzine,,,,,,,,,,,,,
22255,FHS90K,Elektriciteit,,,,,,,,,,,,,
22256,FHS90L,Elektriciteit,,,,,,,,,,,,,
22257,FHS90N,Benzine,,,,,,,,,,,,,
22258,FHS90P,Elektriciteit,,,,,,,,,,,,,
22259,FHS90R,Benzine,,,,,,,,,,,,,
22261,FHS90V,Benzine,,2.3,51.0,,,,,,,,,,
22263,FHS91B,Benzine,,,,,,,,,,,,,
22264,FHS91F,Elektriciteit,,,,,,,,,,,,,
22265,FHS91G,Elektriciteit,,,,,,,,,,,,,
22266,FHS91H,Elektriciteit,,,,,,,,,,,,,
22267,FHS91J,Benzine,,,,,,,,,,,,,
22268,FHS91K,Elektriciteit,,,,,,,,,,,,,
22269,FHS91L,Benzine,,,,,,,,,,,,,
22270,FHS91N,Benzine,,,,,,,,,,,,,
